Species_name	Collection_ID	Specimen_ID	Voucher_information	Specimen_URL
Mathewsia auriculata	-	-	-	
Matisia alchornifolia	K	K001275809	Betancur, J.; Galvis, P.; Marin, Z. 5266	
Matisia ochrocalyx	K	K001275808	Herrera, G. 8704	
Matricaria discoidea	K	-	Pegoraro, L. & al. FR685	
Matricaria discoidea	-	-	-	
Matthaea sancta	K	K001275645	Lua SIN62014-357	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001275645
Matthiola incana	-	-	-	
Mattiastrum formosum	K	K001275695	Podlech, D. 18096	
Matucana haynii	ZSS	ZSS-033049	de Vos, J.M. s.n. 	
Matucana madisoniorum	ZSS	94 1437 /a	de Vos, J.M. s.n. 	
Matudaea trinervia	K	K001275495	Gomez-Chagala, B. 557	
Mauloutchia chapelieri	K	K001393229	Gautier, L. LG5279	
Maundia triglochinoides	-	-	-	
Maundia triglochinoides	K	K001275069	Blake, S.T. 20053	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001275069
Mauria simplicifolia	K	-	Leiva et al. 1552	
Mauritia flexuosa	K	-	Ely et al. 17	
Mauritia flexuosa	-	-	-	
Mauritiella armata	K	-	Couvreur, T.L.P.; Vargas, R.T. s.n. 	
Maurocenia frangula	PRE	-	Archer, R.H. 2169	
Maxburretia furtadoana	K	-	Dransfield, J. 2350	
Maxillaria crassifolia	K	K001425124	E.L.Ekman 14415	
Maxillaria platypetala	K	-	McIllmurray B28	
Mayaca fluviatilis	K	-	Faria, A.D.; et al. 97837	
Mayaca fluviatilis	-	-	-	
Mayna odorata	K	K000370329	Cazalet, P.C.D.; Pennington, T.D. 7586	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000370329
Maytenus abbottii	PRE	-	Abbott, A.T.D 8902	
Maytenus boaria	CS	-	Simmons, M.P.; Smick, G. 1908	
Maytenus ficiformis	PRE	-	Abbott, A.T.D 8901	
Maytenus undata	PRE	-	Archer, R.H. 3028	
Maytenus vitis-idaea	MO	-	Beck, S.G. 9746	
Mazaea shaferi	GB	-	Rova et al. 2224	
Mazus pumilus	K	-	Sutthisaksopon, P. 371	
Mcdadea angolensis	K	K001341267	Tripp, E. 6930	
Mcneillia graminifolia subsp. rosanoi	K	K001275755	Janka s.n. 	
Medemia argun	FTG	-	Baker, W.J. 986	
Medeola virginiana	K	K001393008	Chase, M.W. & Fay, M. 14585	
Mediasia macrophylla	K	K000544200	MacArthur, S.D. 66A	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000544200
Medicago truncatula	-	-	-	
Medicosma cunninghamii	K	-	RBG Kew DNA Bank 2152	
Medinilla crassifolia	BRIT	-	Penneys, D.S. 2439	
Medinilla magnifica	-	-	-	
Medinilla sedifolia	K	-	RBG Kew Living Collection 2002-3109	
Medinilla setigera	CAS	-	Penneys, D.S. 2362	
Medinilla stephanostegia	BRIT	-	Penneys, D.S. 2451	
Medusagyne oppositifolia	K	-	RBG Kew Living Collection Nancy BG 833163	
Medusandra sp.	K	-	Etuge 4370	
Medusantha crinita	SPF	-	Antar, G.M. 1908	
Medusanthera laxiflora	K	K000517303	Martinus Iwanggin 6	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000517303
Meehania cordata	-	-	-	
Megacarpaea megalocarpa	OSBU	-	Barbara Neuffer 14776	
Megacodon stylophorus	-	-	-	
Megadenia pygmaea	-	-	-	
Megahertzia amplexicaulis	NSW	NSW208231	Peter H. Weston 512	
Megalochlamys marlothii	K	K001295756	Nanyeni, L.; Darbyshire, I.; Klaassen, E.; Tripp, E. 843	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001295756
Megaphrynium macrostachyum	K	-	Chase, M.W. 3843	
Megastachya mucronata	K	Unmounted	Vorontsova, M.S. 1894	
Megastigma skinneri	K	K001275543	Moreno 21816	
Megastylis paradoxa	K	-	Begaud, J. s.n. 	
Megathyrsus maximus	K	Unmounted	NHR 59	
Megathyrsus maximus	-	-	-	
Megatritheca grossedenticulata	K	K001340980	Breteler, F. J.  13267	
Megistostegium microphyllum	K	K001275822	Du Puy, B.; Du Puy, D.; Cheek, M. MB480	
Megistostigma burmanicum	K	-	Larsen, K. 9381	
Meiocarpidium oliverianum	L	-	Couvreur, T.L.P. 920	
Meiogyne virgata	P	-	Onstein, R.E. 43	
Meistera aculeata	-	-	-	
Meistera lappacea	K	K001393162	Reilley 210	
Melaleuca alternifolia	-	-	-	
Melaleuca aurea	K	-	Wilson, P,.G. s.n.; 34571	
Melaleuca comboynensis	K	-	Chase, M.W. 17310	
Melaleuca pulcherrima	K	-	RBG Kew DNA Bank 37801	
Melaleuca quinquenervia	K	-	Brooks, G.; Johnstone, R. 20040414	
Melampodium divaricatum	BC	-	Christenhusz, M.J.M AU-2016-27	
Melampyrum arvense	K	-	Chase, M.W. 14706	
Melampyrum roseum	-	-	-	
Melanochyla caesia	K	-	Ambriansyah & Arifin 903	
Melanolepis multiglandulosa	K	-	Fosberg, F.R.;  Evans, M. 46268	
Melanophylla crenata	K	K001275023	Razakamalala, R; Rakotonirina, N; Andrianasolo, R.; Faranirina, L.; Raharijaona, R.; Jean, I. 1419	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001275023
Melanopsidium nigrum	GB	-	Persson et al. 2232	
Melanortocarya obtusifolia	K	K001275692	K001275692	
Melanosciadium pimpinelloideum	K	K000980169	Farges, R.P. s.n. 	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000980169
Melanoseris souliei	K	-	Borosova, R.; Guo, Y.; Landrein, S.; Liu, C.; Osborne, J. 10CS2300	
Melanostachya ustulata	NSW	NSW716636	B.G. Briggs 9567	
Melastoma malabathricum	K	-	RBG Kew Living Collection 2001-105	
Melastoma sanguineum	NY	-	Soe Myint Aye 22	
Melastomastrum theifolium	K	K001275183	Diallo, A.; Sanou, L.; Traore, O. BUR-429	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001275183
Melhania ebenus	K	K000568206	Rowe, R. s.n. 	
Melhania oblongifolia	-	-	-	
Melhania oblongifolia	MEL	MEL 2358917A	Latz, P. 26777	
Melhania ovata	K	K001275821	Friis, I.; Getachew, W.A.; Getachew, E. 15811	
Melia azedarach	K	-	Leon, C.J., Li Bao-Li, Huang & Zhou 350	
Melia azedarach	-	-	-	
Melianthus villosus	-	-	-	
Melica nutans	-	-	-	
Melica transsilvanica	-	-	-	
Melichrus urceolatus	K	K001275411	Powell, J.M. 4672	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001275411
Melicoccus bijugatus	K	-	Ogu s.n.; 40422	
Melicope ternata	GOET	-	Appelhans MA487	
Melicytus ramiflorus	K	K000994350	Stemmer, L.R. 233028	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000994350
Melilotus albus	-	-	-	
Melilotus indicus	UVSC	-	Egan, A.N. Nov-68	
Melinis ambigua	-	-	-	
Melinis repens	-	-	-	
Meliosma cuneifolia	-	-	-	
Melissa officinalis	-	-	-	
Melittacanthus divaricatus	K	-	Perrier la Bathie, H. 16844	
Mellera lobulata	K	-	Darbyshire, I. 1128	
Melocactus oreas	ZSS	10 1071 /e	de Vos, J.M. s.n.; 10 1071 /e	
Melocalamus compactiflorus	-	-	-	
Melocalamus yunnanensis	KUN	-	ZYX13006	
Melocanna humilis	-	-	-	
Melocarpum robecchii	UPS	-	Thulin, Beier, Mohammed 9537	
Melochia pyramidata	K	K001340991	Coode 4426	
Melodinus forbesii	K	K000639053	Takeuchi, W.; Ama, D. 17119	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000639053
Melolobium exudans	K	-	Manning, J.C. & Laura 2857	
Melothria campestris	K	-	Cavalcanti, T.B. 458	
Melothria pendula	GH	-	Salomon, J. C.  12035	
Memecylon rheophyticum	K	-	Burgt, X.M. van der 929	
Mendoncia retusa	-	-	-	
Mendoravia dumaziana	K	K000556933	McWhirter, J.M. 212	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000556933
Menepetalum salicifolium	MO	-	McPherson, G. 18644	
Meniocus linifolius	-	-	-	
Menispermum dauricum	K	-	Chase, M.W. 24519	
Menkea australis	AD	AD240872	M. Higgins MOL082A	
Mentha longifolia	-	-	-	
Mentzelia decapetala	-	-	-	
Mentzelia involucrata	-	-	-	
Menyanthes trifoliata	-	-	-	
Mercurialis perennis	K	-	Taylor, P. 820	
Meriania albiflora	NY	-	Michelangeli, F. A. 2211	
Meriania rugosa	USM	-	Michelangeli, F. A. 1704	
Meriania urceolata	NY	-	Michelangeli, F. A. 2378	
Merianthera bullata	UPCB	-	Michelangeli, F. A. 1598	
Merinthopodium sp.	MO	-	Vargas, L.D. 3494	
Merope angulata	K	K001275544	Murata et al. J-486	
Merostachys annulifera	US	US00502314	Londono, X. 741	
Merremia incisa	AD	AD244898	R.W. Johnson 4521	
Merremia palmata	K	K001291706	Gilbert; Kanuri; Mungai 5717	
Merremia pterygocaulos	K	K001291704	Pereira, J.K. 2496	
Merremia verecunda	K	K001291705	Seydel, R. 1817	
Merremia xanthophylla	K	K000097230	Schimper 432	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000097230
Merrilliodendron megacarpum	-	-	-	
Mertensia paniculata	-	-	-	
Meryta sinclairii	-	-	-	
Mesadenus lucayanus	K	-	Fuertes, M. 840	
Mesechites trifidus	-	-	-	
Mesembryanthemum crystallinum	-	-	-	
Mesembryanthemum prasinum	K	-	LD9	
Mesembryanthemum schlichtianum	NBG	-	LD5	
Mesembryanthemum sp.	NBG	-	LD72	
Mesembryanthemum tortuosum	NBG	-	KBG414/93	
Mesomelaena tetragona	K	-	Chase, M.W. 2227	
Mesosetum comatum	SI	SI-127413	Zuloaga, F.O. 6648	
Mesosphaerum suaveolens	K	K000370400	Belmonte, D.; Sanchez mata, D. s.n. 	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000370400
Mesosphaerum urticoides	K	-	Chase, M.W. 1585	
Mesostemma kotschyanum	K	K001275735	Edelberg, L. 1928	
Mespilodaphne quixos	K	K001275599	Silva, J.M. 2255	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001275599
Mestoklema tuberosum	K	-	RBG Kew Living Collection 1999-2163	
Mesua ferrea	-	-	-	
Metagentiana rhodantha	-	-	-	
Metalasia octoflora	K	-	Balele 53	
Metanarthecium luteoviride	L	-	100572-002	
Metatrophis margaretae	K	K001257759	Fosberg, F.R.; Anderson, D. 11422	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001257759
Metcalfia mexicana	K	K001418228	Peterson, P.M. 8462	
Meterostachys sikokianus	K	K000961750	Moran, R. 5514	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000961750
Metopium brownei	K	-	Brokaw 295	
Metrodorea nigra	K	-	Kallunki et al 570	
Metrosideros angustifolia	K	-	Forest, F. ;  Manning, J.C. 527	
Metrosideros nervulosa	K	-	Chase, M.W. 2451	
Metrosideros polymorpha	-	-	-	
Metrosideros stipularis	K	K000065847	Gardner, M.F.; Knees, S.G. 4102	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000065847
Metroxylon sagu	K	-	Baker, W.J. 550	
Metteniusa sp.	K	-	Betancur, J., 10386	
Metternichia principis	BHCB	-	Costa, J. 445	
Meum athamanticum	K	-	Sheahan, M-C. 228	
Mexipedium xerophyticum	-	-	-	
Meyerophytum meyeri	NBG	-	LD23	
Mezilaurus ita-uba	K	K001275576	Perdiz, R.O. 1511	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001275576
Mezoneuron scortechinii	BRI	BRI AQ0748197	Phillips, S.P.; Phillips, B.A. 2026	
Mibora maroccana	K	K000367386	Maire, R. s.n. 	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000367386
Michelsonia microphylla	K	-	A. Léonard 3744	
Micklethwaitia carvalhoi	K	-	T. Müller, G.P. Clark & J.R. Timberlake 4010	
Miconia bicolor	-	-	-	
Miconia dodecandra	NY	-	Michelangeli, F. A. 2217	
Miconia haemantha	NY	-	Michelangeli, F. A. 2237	
Miconia serrulata	NY	-	Michelangeli, F. A. 2024	
Miconia subhirsuta	NY	-	Michelangeli, F. A. 1442	
Micrachne fulva	K	K001393106	Simon, B.K.; Williamson, G.  1617	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001393106
Micraira subulifolia	CBG	CBG 8913240	Jones, D.L. 4436	
Micrandra elata	K	-	van Andel, T.R.; Behari-Ramdass, J.; Ramharakh, S.;  Wewe, K. 4359	
Micrandropsis scleroxylon	K	-	Pereira, M.J.R. INPA/WWF 2303.1029	
Micranthemum callitrichoides	K	K001275272	Axelrod, F. 7597	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001275272
Micranthemum micranthemoides	K	K001275268	Fernald, M.L.; Long B. 13753	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001275268
Micranthemum umbrosum	K	K001275271	Vanni, R.O.; Cowan, P. 4661	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001275271
Micranthes melanocentra	-	-	-	
Micrantheum ericoides	NSW	NSW891940	R.Johnstone 3112	
Micranthocereus dolichospermaticus	ZSS	10 1484 /0	de Vos, J.M. s.n.; 10 1484 /0	
Micranthocereus polyanthus	ZSS	10 1079 /c	de Vos, J.M. s.n. 	
Micranthocereus purpureus	K	-	RBG Kew Living Collection 1977-907	
Micranthus plantagineus	K	-	Goldblatt, P. 10451	
Micrechites rhombifolius	A	A	W. Takeuchi & Ama 15692	
Microberlinia brazzavillensis	K	-	J.J. Wieringa and H.M. van de Poll 1326	
Microcalamus barbinodis	K	-	van Valkenburg, J.L.C.H. 3090	
Microcarpaea minima	AD	AD169781	W.R. Barker; C. Martine 8522	
Microcaryum pygmaeum	K	-	Smith & Cave 1837	
Microchilus plantagineus	K	-	Ekman 11845	
Microchirita prostrata	-	-	-	
Microchloa kunthii	K	Unmounted	Vorontsova, M.S. 2149	
Micrococca oligandra	K	-	Kathriarachchi, H.S., Hoffmann, P., Galster, A. 59	
Microcorys purpurea	NSW	NSW280078	B.J.Conn 4010	
Microcos antidesmifolia	K	K001275648	Pearce, Kg.; Shalih, R.; Serukit, D.; Lai, A. S 94813	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001275648
Microdesmia rigida	K	-	Roque 1074	
Microdesmis puberula	K	-	Ameka, G. 242	
Microdon orbicularis	K	-	Goldblatt, P. & Porter, L. 12634	
Microdracoides squamosa	HNG	-	Balde 47	
Microgynoecium tibeticum	K	-	Chen 4511	
Microlaena stipoides	PERTH	PERTH 6167861	Bell, U. 665	
Microlepidium pilosulum	AD	AD226997	T.S. Te; D.J. Duval; T.D. Jury 583	
Microlicia armata	UPCB	-	Goldenberg, R. 819	
Microlicia cataphracta	MBML	-	Goldenberg, R. 2207	
Microlicia cordata	UPCB	-	Michelangeli, F. A. 1578	
Microlicia parviflora	UPCB	-	Michelangeli, F. A. 1586	
Microlicia suberosa	NY	-	Fonseca, M. L. 1626	
Microlobius foetidus	-	-	-	
Microloma sagittatum	K	K	K. Balkwill 11790	
Micromeles japonica	K	-	RBG Kew Living Collection 1985-2733	
Micromeria graeca	-	-	-	
Micromyrtus obovata	K	K000065834	Rye, B.L.; Trudgen, M.E. 231087	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000065834
Micronychia macrophylla	K	-	Pell 643	
Micropera fasciculata	CANB	CANB 507302	B.Gray 8322	
Micropholis guyanensis	K	-	Ducke-Brazil 5655	
Micropleura renifolia	K	K001134201	Hinton, B. 8253	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001134201
Microplumeria anomala	K	K	L.V. Ferreira 27.Mar.1992	
Micropsis dasycarpa	SI	-	Urtubey, E. & Freire, S.E. 543	
Micropus supinus	BCN	BCN143055	Aran, V.J. 8997	
Microsaccus griffithii	K	K000546376	Lamb, A. 2004/1156	
Microsaccus sp.	K	K000546377	SBGO 1602	
Microsciadium minutum	K	K000544166	Brenan, J.P.M. 11153	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000544166
Microsechium palmatum	GH	-	P-168	
Microseris lanceolata	CANB	CANB 867562	Schmidt-Lebuhn, A.N. 1594	
Microseris lindleyi	K	-	Cowan, K.  NSGB-0046	
Microstachys chamaelea	NSW	NSW923723	B.S. Wannan 6393	
Microstegium fasciculatum	-	-	-	
Microstegium vimineum	-	-	-	
Microsteira ambovombensis	K	K000374075	McPherson, G. 14360	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000374075
Microsteris gracilis	K	K001275448	Morre, D.M. 2361	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001275448
Microtea debilis	-	-	-	
Microtea debilis	K	-	H Chuml 301	
Microtis rara	CANB	CANB 522153	P.H.Weston|J.Indsto|B.Branwhite|S.Duncan 2384	
Microtropis fokienensis	BJFC	-	Xianyun, Mu 37	
Miersia chilensis	K	-	Chase, M.W. 18891	
Miersia humilis	K	-	RBG Kew Living Collection 2008-1227	
Miersiella umbellata	L	-	Pavotti s.n. 	
Mikania brachyphylla	QCA	-	Lozano, P. 100	
Mikania featherstonei	QCA	-	Lozano, P. E-14	
Mildbraedia carpinifolia	K	K000738913	Matimele, H.A.; Muller, T.; Crawford, F.; Burrows, S.;  Burrows, J. 1	
Mildbraediodendron excelsum	K	-	Lye, K.A. & Lye, M.N. 24452	
Milicia excelsa	K	K000618247	Williamson, L. 187	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000618247
Miliusa sp.	K	-	HNK 645	
Milla biflora	K	-	Chase, M.W. 1907	
Millettia grandis	K	-	Chase, M.W. 3174	
Milligania stylosa	K	K001393037	Chase, M.W. 511	
Millotia myosotidifolia	K	-	Sweedman, L.; Smith, R.J.; Hopper, S.D. 196	
Miltonia flavescens	K	-	Glaziou, A.F.M. 14293	
Mimetes fimbriifolius	K	-	Rebelo, T. s.n.; 28671	
Mimosa pudica	K	-	Styles, D.G.A. 2243	
Mimulopsis sp.	K	-	Darbyshire, I., Downes, E., Gosline, G., Larridon, I., Rwaburindore, P. 1056	
Mimulus gracilis	AD	AD249306	D.C. Bickerton; P.J. Lang 88	
Mimulus ringens	-	-	-	
Mimusops elengi	K	-	Chase, M.W. 1365	
Minuartia recurva	K	K001275738	Brummitt, R.K.; Hunt, D.R.; Leistner, O.A. 5277	
Minuria leptophylla	K	-	Haase, K. DJD175	
Mionandra camareoides	K	K000544250	Mercado, M.; Haigh, A.; Martinez, E. MM2613	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000544250
Mirabilis jalapa	-	-	-	
Mirabilis linearis	-	-	-	
Miraglossum pulchellum	K	K000696193	CFR 2.0	
Mirandea grisea	K	K000080150	Daniel, T.F. 3717	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000080150
Mirbelia rubiifolia	NSW	NSW493931	R. Johnstone 1751	
Mirbelia viminalis	-	-	-	
Miscanthidium violaceum	K	K001418276	Rwaburindore, P.K. 4710	
Miscanthus fuscus	K	K001418278	Flato, F. 7784	
Miscanthus sinensis	MEL	MEL 2397662A	Clarke, I.C. 4310	
Mischarytera lautereriana	K	-	Gray 4850	
Mischocarpus pyriformis	K	-	Chase, M.W. 2059	
Mischogyne elliotiana	L	-	Couvreur, T.L.P. 1033	
Misodendrum quadriflorum	K	-	Lægaard S 13287	
Mitragyna inermis	K	-	Asase 10	
Mitragyna speciosa	-	-	-	
Mitrantia bilocularis	K	K000566543	Sankowsky, G. 3889	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000566543
Mitraria coccinea	K	K001275887	HSPX 3	
Mitrasacme pilosa	AD	AD234978	M.J. Thorpe; D.J. Duval 272	
Mitrella tiwiensis	DNA	DNA D0270477	Cowie, I.D. 14002	
Mitreola yangchunensis	-	-	-	
Mitrephora keithii	K	-	Sine Nomine 20050241	
Mitriostigma barteri	K	-	Maurin, O. 6	
Mitrocereus militaris	ZSS	84 3732 /a	de Vos, J.M. s.n.; 84 3732 /a	
Mitrophyllum sp.	NBG	-	LD53	
Mkilua fragrans	L	-	Couvreur, T.L.P. 25	
Mniochloa pulchella	US	US00810110	Axelrod, F.S. 10331	
Mniodes radians	QCA	-	Gomez, L. 1189	
Mniodes santanica	LPB	-	Urtubey, E. 492	
Mniodes schultzii	LPB	-	Meneses, R.I. 5004	
Mniodes subspicata	LPB	-	Beck, St. G. 30693	
Mobilabium hamatum	CANB	CANB 669935	D.L.Jones 18932	
Mocquerysia multiflora	L	-	Bissiengou; et al 424	
Moehringia muscosa	K	K001275732	Townsend, C.C. 90/223	
Mogoltavia sewerzowii	K	K000544202	Lazkov, G.A. s.n. 	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000544202
Molinaea sessilifolia	MO	-	Ravelonarivo 1784	
Molineriella minuta	K	K001418264	Laínz, S.I. s.n. 	
Molinia caerulea	-	-	-	
Moliniopsis japonica	K	K001393097	Yinger, B.R.; Chang, Y.J.; March, S.G.; Apps, D.A., Bristol, P.W.; Meyer, P.W. 2615	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001393097
Mollia speciosa	K	K001212065	Ferreira, L.V. N.090	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001212065
Mollinedia dolichotricha	RB	747943	Lirio, E.J. 27	
Mollinedia elliptica	RB	1108554	Lirio, E.J. 1233	
Mollinedia gilgiana	RB	827281	Lirio, E.J. 131	
Mollinedia oligantha	RB	1108601	Lirio, E.J. 171	
Mollinedia ovata	RB	824778	Lirio, E.J. 229	
Mollugo sp.	-	-	-	
Mollugo verticillata	-	-	-	
Molongum laxum	K	K000662409	Acevedo-Rodriquez 8010	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000662409
Momordica peteri	M	-	Peter, A.  56748	
Monachather paradoxus	PERTH	PERTH 8698317	Goods, M. DD70	
Monanthes polyphylla	K	K001400357	Sprague, T.A.; Hutchinson J. 449	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001400357
Monanthocitrus oblanceolata	K	K001275545	Sinanggul, H. 57242	
Monanthotaxis congoensis	L	-	Couvreur, T.L.P. 1018	
Monarda didyma	-	-	-	
Monarrhenus pinifolius	P	-	Robert, Y. s.n. 	
Mondia whitei	K	K	Luke PA & WRQ 8241	
Monelytrum luederitzianum	K	K001393116	Snow, N.; Burgoyne, P.  7206	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001393116
Moneses uniflora	K	-	Fay, M.F. s.n.; 1701	
Monilaria chrysoleuca	NBG	-	LD69	
Monimia rotundifolia	REU	-	M.Fay & M.W.Chase 10030	
Monimopetalum chinense	BJFC	-	Xianyun, Mu 38	
Monnina xalapensis	PH	-	Freire-Fierro, A. 3776	
Monocarpia kalimantanensis	N	-	Couvreur, T.L.P. 831	
Monochaetum lineatum	USM	-	Michelangeli, F. A. 1700	
Monococcus echinophorus	BRI	BRI AQ0837898	P.I. Forster 41942	
Monocostus uniflorus	K	-	RBG Kew Living Collection 1976-1542	
Monodora myristica	L	-	Couvreur, T.L.P. 1031	
Monolena primuliflora	NY	-	Michelangeli, F. A. 1824	
Monolluma socotrana	UBT	-	ex hort. Bosma s.n. 	
Monolopia lanceolata	BC	-	Christenhusz, M.J.M 7921	
Monoon erianthoides	L	-	Couvreur, T.L.P. 835	
Monoporus paludosus	K	K001400021	Randrianasolo, A. 475	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001400021
Monopyle ecuadorensis	K	K001208597	Clark, J.L. 7949	
Monotaxis bracteata	K	-	Chase, M.W. 2162	
Monotes glaber	BNRH	-	Maurin, O. 2130	
Monothecium aristatum	K	-	Darbyshire, I., Gosline, G., Larridon, I., Mutebi, S., Rwaburindore, P. 1084	
Monotoca scoparia	BRI	BRI AQ0864970	A.R. Bean 32403	
Monotrema aemulans	K	K001393195	Jansen-Jacobs, M.J. 1429	
Monotropa uniflora	-	-	-	
Monotropa uniflora	K	-	Chase, M.W. 158	
Monotropastrum humile	-	-	-	
Monsanima morrenioides	K	K000095305	Harley et al. 27541	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000095305
Monsonia biflora	-	-	-	
Monsonia emarginata	-	-	-	
Monstera oreophila	K	-	SKM 014	
Montanoa bipinnatifida	BC	-	Hidalgo, O.; Palazzesi L.;  Pellicer J. JBV-VI-2017-2	
Montia chamissoi	-	-	-	
Montia fontana	AD	AD123241	D.E. Murfet 3957	
Monticalia arbutifolia	QCA	-	Romoleroux, K. 5128	
Monticalia imbricatifolia	QCA	-	Gomez, L. 1481	
Monticalia myrsinites	QCA	-	Aguirre, N. 69	
Monticalia peruviana	QCA	-	Duchicela, S.A. 1407	
Monticalia vaccinioides	BC	-	Christenhusz, M.J.M CO-IMG-1776	
Montinia caryophyllacea	-	-	-	
Montiopsis gayana	-	-	-	
Montitega dealbata	HO	HO564330	Wood, J.; Du, Y.; Guo, Y. 251	
Montrichardia arborescens	K	-	Singapore Bot. Gard. 259569	
Montrouziera sphaeroidea	K	K000994334	McPherson, G.; Mouly, A. 19222	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000994334
Moorochloa schoenfelderi	K	K001418292	Smook, L. 5107	
Moquilea celiae	K	-	Homeier, J.  et al. 3567	
Moquilea minutiflora	K	-	Sothers, C.A. 1555	
Moquinia racemosa	HUEFS	-	Van Den Berg, C. 2608	
Moquiniella rubra	K	K001393211	Wiens, D. 5404	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001393211
Moraea galpinii	K	-	Goldblatt, P. 11251	
Morelotia affinis	K	-	Mason, R. 9600	
Morettia canescens	-	-	-	
Moricandia moricandioides	-	-	-	
Morilloa lutea	K	K000095713	Forzza et al. 610	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000095713
Morina kokonorica	-	-	-	
Morina longifolia	-	-	-	
Morindopsis capillaris	K	-	Hoed & Kostermans 902	
Moringa oleifera	-	-	-	
Moringa oleifera	RB	RB00591000	J.A.A. dos Santos s.n. 	
Morisonia flexuosa	RB	RB01426803	Luber J., et al. 482	
Morisonia lineata	K	K000370590	Spruce, R. s.n. 	
Morisonia longifolia	K	K000370592	Rodal, M.J.N.; Sales, M.F. 548	
Morisonia nemorosa	NY	NY03946965	R. Romero-Castañeda 9332	
Morisonia pulcherrima	UAPC	-	Hugh H. Iltis, Thirza Ruiz, Carmen E. Benitez de Rojos 30551	
Moritzia ciliata	K	K001275687	Rambo, B. 44040	
Mormodes tuxtlensis	K	-	Ibarra, A. 3502	
Moronobea coccinea	K	K001336250	Simon, M.F.; Barreto dos Santos, A.J.; Moreira, G.A.; Pereira-Silva, G.; Pereira, J.B.; Pereira do Amaral, J.; Moser, P. 1043	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001336250
